订单ID,用户ID,订单金额,下单时间,支付状态,收货地址
ORD002124,U0489,23.89,2024-06-04 00:14:24.172834568,已支付,北京市朝阳区
ORD002125,U0205,474.1,2024-06-04 01:59:32.634526906,已支付,广州市天河区
ORD002126,U0395,45.14,2024-06-04 03:44:41.096219244,已支付,深圳市南山区
ORD002127,U0754,20.0,2024-06-04 05:29:49.557911582,已支付,北京市朝阳区
ORD002128,U0298,97.45,2024-06-04 07:14:58.019603920,已支付,深圳市南山区
ORD002129,U0695,1595.04,2024-06-04 09:00:06.481296260,已支付,杭州市西湖区
ORD002130,U0166,59.94,2024-06-04 10:45:14.942988598,已支付,北京市朝阳区
ORD002131,U0664,59.0,2024-06-04 12:30:23.404680936,已支付,深圳市南山区
ORD002132,U0905,116.24,2024-06-04 14:15:31.866373274,已支付,杭州市西湖区
ORD002133,U0909,139.37,2024-06-04 16:00:40.328065614,已支付,北京市朝阳区
ORD002134,U0342,16.89,2024-06-04 17:45:48.789757952,已支付,上海市浦东新区
ORD002135,U0402,242.37,2024-06-04 19:30:57.251450290,已取消,深圳市南山区
ORD002136,U0778,48.46,2024-06-04 21:16:05.713142628,已取消,杭州市西湖区
ORD002137,U0140,58.36,2024-06-04 23:01:14.174834968,已支付,上海市浦东新区
ORD002138,U0244,17.62,2024-06-05 00:46:22.636527306,已支付,深圳市南山区
ORD002139,U0990,39.46,2024-06-05 02:31:31.098219644,已支付,北京市朝阳区
ORD002140,U0303,226.93,2024-06-05 04:16:39.559911982,已支付,深圳市南山区
ORD002141,U0750,171.85,2024-06-05 06:01:48.021604322,已支付,杭州市西湖区
ORD002142,U0211,86.39,2024-06-05 07:46:56.483296660,已支付,北京市朝阳区
ORD002143,U0339,4.61,2024-06-05 09:32:04.944988998,已支付,北京市朝阳区
ORD002144,U0629,26.64,2024-06-05 11:17:13.406681336,已支付,北京市朝阳区
ORD002145,U0010,84.42,2024-06-05 13:02:21.868373674,已支付,广州市天河区
ORD002146,U0897,35.56,2024-06-05 14:47:30.330066014,已支付,杭州市西湖区
ORD002147,U0953,105.22,2024-06-05 16:32:38.791758352,已支付,上海市浦东新区
ORD002148,U0500,121.28,2024-06-05 18:17:47.253450690,已支付,北京市朝阳区
ORD002149,U0071,222.77,2024-06-05 20:02:55.715143028,已支付,杭州市西湖区
ORD002150,U0119,9.0,2024-06-05 21:48:04.176835368,已支付,广州市天河区
ORD002151,U0631,37.77,2024-06-05 23:33:12.638527706,已支付,广州市天河区
ORD002152,U0907,25.34,2024-06-06 01:18:21.100220044,已支付,北京市朝阳区
ORD002153,U0437,31.05,2024-06-06 03:03:29.561912382,已支付,杭州市西湖区
ORD002154,U0127,50.41,2024-06-06 04:48:38.023604722,未支付,广州市天河区
ORD002155,U0260,69.76,2024-06-06 06:33:46.485297060,已支付,北京市朝阳区
ORD002156,U0228,105.27,2024-06-06 08:18:54.946989398,已支付,深圳市南山区
ORD002157,U0445,25.22,2024-06-06 10:04:03.408681736,已支付,深圳市南山区
ORD002158,U0981,39.57,2024-06-06 11:49:11.870374074,已支付,深圳市南山区
ORD002159,U0598,61.93,2024-06-06 13:34:20.332066414,已支付,上海市浦东新区
ORD002160,U0778,58.59,2024-06-06 15:19:28.793758752,已支付,杭州市西湖区
ORD002161,U0215,30.89,2024-06-06 17:04:37.255451090,已支付,深圳市南山区
ORD002162,U0389,29.47,2024-06-06 18:49:45.717143428,已支付,广州市天河区
ORD002163,U0957,44.98,2024-06-06 20:34:54.178835768,已支付,上海市浦东新区
ORD002164,U0240,12.45,2024-06-06 22:20:02.640528106,已支付,深圳市南山区
ORD002165,U0380,14.91,2024-06-07 00:05:11.102220444,已支付,北京市朝阳区
ORD002166,U0332,45.45,2024-06-07 01:50:19.563912782,已支付,广州市天河区
ORD002167,U0761,58.83,2024-06-07 03:35:28.025605122,已支付,上海市浦东新区
ORD002168,U0926,176.37,2024-06-07 05:20:36.487297460,已支付,上海市浦东新区
ORD002169,U0569,10.98,2024-06-07 07:05:44.948989798,已支付,广州市天河区
ORD002170,U0417,84.75,2024-06-07 08:50:53.410682136,已支付,深圳市南山区
ORD002171,U0165,223.21,2024-06-07 10:36:01.872374476,已支付,北京市朝阳区
ORD002172,U0850,72.58,2024-06-07 12:21:10.334066814,已支付,北京市朝阳区
ORD002173,U0196,27.75,2024-06-07 14:06:18.795759152,已支付,北京市朝阳区
ORD002174,U0987,38.81,2024-06-07 15:51:27.257451490,已支付,上海市浦东新区
ORD002175,U0239,335.91,2024-06-07 17:36:35.719143828,已支付,深圳市南山区
ORD002176,U0279,168.02,2024-06-07 19:21:44.180836168,已支付,广州市天河区
ORD002177,U0070,28.69,2024-06-07 21:06:52.642528506,未支付,杭州市西湖区
ORD002178,U0775,25.5,2024-06-07 22:52:01.104220844,已支付,北京市朝阳区
ORD002179,U0019,81.89,2024-06-08 00:37:09.565913182,已支付,广州市天河区
ORD002180,U0238,86.04,2024-06-08 02:22:18.027605522,已支付,广州市天河区
ORD002181,U0911,224.28,2024-06-08 04:07:26.489297860,已取消,北京市朝阳区
ORD002182,U0373,44.4,2024-06-08 05:52:34.950990198,已支付,杭州市西湖区
ORD002183,U0240,12.21,2024-06-08 07:37:43.412682536,未支付,上海市浦东新区
ORD002184,U0342,41.52,2024-06-08 09:22:51.874374876,已支付,上海市浦东新区
ORD002185,U0416,33.74,2024-06-08 11:08:00.336067214,已支付,深圳市南山区
ORD002186,U0335,3.63,2024-06-08 12:53:08.797759552,已取消,上海市浦东新区
ORD002187,U0315,41.46,2024-06-08 14:38:17.259451890,未支付,广州市天河区
ORD002188,U0070,142.41,2024-06-08 16:23:25.721144230,已支付,上海市浦东新区
ORD002189,U0198,115.4,2024-06-08 18:08:34.182836568,已支付,深圳市南山区
ORD002190,U0262,39.46,2024-06-08 19:53:42.644528906,已支付,广州市天河区
ORD002191,U0844,35.65,2024-06-08 21:38:51.106221244,已支付,广州市天河区
ORD002192,U0194,32.46,2024-06-08 23:23:59.567913582,已支付,杭州市西湖区
ORD002193,U0473,31.78,2024-06-09 01:09:08.029605922,已支付,北京市朝阳区
ORD002194,U0132,122.19,2024-06-09 02:54:16.491298260,已支付,北京市朝阳区
ORD002195,U0375,211.68,2024-06-09 04:39:24.952990598,已取消,北京市朝阳区
ORD002196,U0070,116.0,2024-06-09 06:24:33.414682936,已支付,深圳市南山区
ORD002197,U0767,26.42,2024-06-09 08:09:41.876375276,已支付,上海市浦东新区
ORD002198,U0697,24.14,2024-06-09 09:54:50.338067614,已支付,北京市朝阳区
ORD002199,U0746,235.42,2024-06-09 11:39:58.799759952,已支付,上海市浦东新区
ORD002200,U0445,59.23,2024-06-09 13:25:07.261452290,已支付,北京市朝阳区
ORD002201,U0371,26.21,2024-06-09 15:10:15.723144630,已支付,杭州市西湖区
ORD002202,U0440,59.87,2024-06-09 16:55:24.184836968,未支付,上海市浦东新区
ORD002203,U0869,14.32,2024-06-09 18:40:32.646529306,已取消,深圳市南山区
ORD002204,U0230,16.79,2024-06-09 20:25:41.108221644,已支付,深圳市南山区
ORD002205,U0142,29.6,2024-06-09 22:10:49.569913982,已取消,上海市浦东新区
ORD002206,U0623,133.64,2024-06-09 23:55:58.031606322,已支付,深圳市南山区
ORD002207,U0083,40.99,2024-06-10 01:41:06.493298660,已支付,广州市天河区
ORD002208,U0755,109.61,2024-06-10 03:26:14.954990998,已支付,深圳市南山区
ORD002209,U0519,65.36,2024-06-10 05:11:23.416683336,已支付,杭州市西湖区
ORD002210,U0438,13.76,2024-06-10 06:56:31.878375676,已支付,杭州市西湖区
ORD002211,U0466,263.72,2024-06-10 08:41:40.340068014,已支付,上海市浦东新区
ORD002212,U0954,16.24,2024-06-10 10:26:48.801760352,已支付,深圳市南山区
ORD002213,U0573,30.41,2024-06-10 12:11:57.263452690,已支付,上海市浦东新区
ORD002214,U0876,34.04,2024-06-10 13:57:05.725145030,已支付,北京市朝阳区
ORD002215,U0328,121.2,2024-06-10 15:42:14.186837368,已支付,广州市天河区
ORD002216,U0924,29.28,2024-06-10 17:27:22.648529706,已取消,上海市浦东新区
ORD002217,U0213,22.83,2024-06-10 19:12:31.110222044,已支付,上海市浦东新区
ORD002218,U0183,128.1,2024-06-10 20:57:39.571914384,已支付,上海市浦东新区
ORD002219,U0355,41.29,2024-06-10 22:42:48.033606722,已支付,上海市浦东新区
ORD002220,U0751,103.13,2024-06-11 00:27:56.495299060,已支付,杭州市西湖区
ORD002221,U0970,610.27,2024-06-11 02:13:04.956991398,未支付,广州市天河区
ORD002222,U0565,35.24,2024-06-11 03:58:13.418683736,已支付,北京市朝阳区
ORD002223,U0220,84.78,2024-06-11 05:43:21.880376076,已支付,广州市天河区
ORD002224,U0595,16.11,2024-06-11 07:28:30.342068414,未支付,上海市浦东新区
ORD002225,U0684,30.43,2024-06-11 09:13:38.803760752,已支付,杭州市西湖区
ORD002226,U0995,73.89,2024-06-11 10:58:47.265453090,已支付,北京市朝阳区
ORD002227,U0028,229.16,2024-06-11 12:43:55.727145430,已支付,上海市浦东新区
ORD002228,U0814,11.65,2024-06-11 14:29:04.188837768,未支付,上海市浦东新区
ORD002229,U0177,79.96,2024-06-11 16:14:12.650530106,已支付,深圳市南山区
ORD002230,U0379,17.46,2024-06-11 17:59:21.112222444,已支付,广州市天河区
ORD002231,U0451,40.82,2024-06-11 19:44:29.573914784,已支付,广州市天河区
ORD002232,U0487,30.97,2024-06-11 21:29:38.035607122,已支付,广州市天河区
ORD002233,U0667,25.59,2024-06-11 23:14:46.497299460,已支付,深圳市南山区
ORD002234,U0249,65.11,2024-06-12 00:59:54.958991798,已取消,杭州市西湖区
ORD002235,U0977,19.97,2024-06-12 02:45:03.420684138,已支付,杭州市西湖区
ORD002236,U0207,2.12,2024-06-12 04:30:11.882376476,已支付,杭州市西湖区
ORD002237,U0244,35.28,2024-06-12 06:15:20.344068814,已支付,北京市朝阳区
ORD002238,U0679,24.29,2024-06-12 08:00:28.805761152,已支付,深圳市南山区
ORD002239,U0214,34.78,2024-06-12 09:45:37.267453490,已支付,深圳市南山区
ORD002240,U0084,24.36,2024-06-12 11:30:45.729145830,已支付,杭州市西湖区
ORD002241,U0027,89.36,2024-06-12 13:15:54.190838168,已支付,杭州市西湖区
ORD002242,U0035,96.38,2024-06-12 15:01:02.652530506,已支付,杭州市西湖区
ORD002243,U0502,14.81,2024-06-12 16:46:11.114222844,已支付,深圳市南山区
ORD002244,U0815,177.3,2024-06-12 18:31:19.575915184,已取消,杭州市西湖区
ORD002245,U0820,105.03,2024-06-12 20:16:28.037607522,未支付,广州市天河区
ORD002246,U0069,34.06,2024-06-12 22:01:36.499299860,未支付,杭州市西湖区
ORD002247,U0194,47.45,2024-06-12 23:46:44.960992198,已支付,广州市天河区
ORD002248,U0297,139.42,2024-06-13 01:31:53.422684538,未支付,上海市浦东新区
ORD002249,U0562,34.42,2024-06-13 03:17:01.884376876,已支付,上海市浦东新区
ORD002250,U0557,113.56,2024-06-13 05:02:10.346069214,已支付,深圳市南山区
ORD002251,U0276,72.82,2024-06-13 06:47:18.807761552,已支付,北京市朝阳区
ORD002252,U0632,124.71,2024-06-13 08:32:27.269453890,已支付,上海市浦东新区
ORD002253,U0967,97.06,2024-06-13 10:17:35.731146230,已取消,深圳市南山区
ORD002254,U0292,29.56,2024-06-13 12:02:44.192838568,已支付,深圳市南山区
ORD002255,U0712,62.83,2024-06-13 13:47:52.654530906,已取消,广州市天河区
ORD002256,U0603,124.62,2024-06-13 15:33:01.116223244,已支付,广州市天河区
ORD002257,U0326,113.79,2024-06-13 17:18:09.577915584,已支付,杭州市西湖区
ORD002258,U0152,104.44,2024-06-13 19:03:18.039607922,已支付,上海市浦东新区
ORD002259,U0676,43.36,2024-06-13 20:48:26.501300260,已支付,广州市天河区
ORD002260,U0133,233.53,2024-06-13 22:33:34.962992598,已取消,北京市朝阳区
ORD002261,U0212,76.33,2024-06-14 00:18:43.424684938,已支付,深圳市南山区
ORD002262,U0916,286.18,2024-06-14 02:03:51.886377276,已支付,杭州市西湖区
ORD002263,U0181,16.76,2024-06-14 03:49:00.348069614,已支付,广州市天河区
ORD002264,U0768,40.38,2024-06-14 05:34:08.809761952,已支付,广州市天河区
ORD002265,U0361,45.94,2024-06-14 07:19:17.271454292,未支付,广州市天河区
ORD002266,U0424,125.19,2024-06-14 09:04:25.733146630,已支付,上海市浦东新区
ORD002267,U0610,24.92,2024-06-14 10:49:34.194838968,已支付,广州市天河区
ORD002268,U0871,24.71,2024-06-14 12:34:42.656531306,未支付,深圳市南山区
ORD002269,U0124,142.07,2024-06-14 14:19:51.118223644,已取消,广州市天河区
ORD002270,U0178,46.94,2024-06-14 16:04:59.579915984,已支付,北京市朝阳区
ORD002271,U0330,96.19,2024-06-14 17:50:08.041608322,未支付,广州市天河区
ORD002272,U0963,23.8,2024-06-14 19:35:16.503300660,已支付,杭州市西湖区
ORD002273,U0753,109.81,2024-06-14 21:20:24.964992998,已支付,杭州市西湖区
ORD002274,U0226,127.49,2024-06-14 23:05:33.426685338,已支付,北京市朝阳区
ORD002275,U0163,194.62,2024-06-15 00:50:41.888377676,已支付,杭州市西湖区
ORD002276,U0832,20.03,2024-06-15 02:35:50.350070014,已支付,上海市浦东新区
ORD002277,U0933,16.51,2024-06-15 04:20:58.811762352,已支付,深圳市南山区
ORD002278,U0813,49.75,2024-06-15 06:06:07.273454692,已支付,深圳市南山区
ORD002279,U0493,183.79,2024-06-15 07:51:15.735147030,已支付,上海市浦东新区
ORD002280,U0806,22.32,2024-06-15 09:36:24.196839368,已支付,杭州市西湖区
ORD002281,U0878,18.51,2024-06-15 11:21:32.658531706,已支付,北京市朝阳区
ORD002282,U0471,33.17,2024-06-15 13:06:41.120224044,已支付,北京市朝阳区
ORD002283,U0357,65.72,2024-06-15 14:51:49.581916384,已支付,深圳市南山区
ORD002284,U0341,61.27,2024-06-15 16:36:58.043608722,未支付,北京市朝阳区
ORD002285,U0155,22.47,2024-06-15 18:22:06.505301060,已支付,上海市浦东新区
ORD002286,U0760,26.25,2024-06-15 20:07:14.966993398,已支付,深圳市南山区
ORD002287,U0193,49.76,2024-06-15 21:52:23.428685738,已支付,广州市天河区
ORD002288,U0585,25.89,2024-06-15 23:37:31.890378076,未支付,上海市浦东新区
ORD002289,U0259,19.04,2024-06-16 01:22:40.352070414,已支付,上海市浦东新区
ORD002290,U0827,92.72,2024-06-16 03:07:48.813762752,已支付,北京市朝阳区
ORD002291,U0230,30.62,2024-06-16 04:52:57.275455092,已支付,北京市朝阳区
ORD002292,U0100,33.14,2024-06-16 06:38:05.737147430,未支付,北京市朝阳区
ORD002293,U0226,38.63,2024-06-16 08:23:14.198839768,已支付,广州市天河区
ORD002294,U0030,73.14,2024-06-16 10:08:22.660532106,已支付,上海市浦东新区
ORD002295,U0735,57.78,2024-06-16 11:53:31.122224446,已支付,杭州市西湖区
ORD002296,U0222,31.26,2024-06-16 13:38:39.583916784,已取消,深圳市南山区
ORD002297,U0016,47.23,2024-06-16 15:23:48.045609122,已支付,北京市朝阳区
ORD002298,U0797,44.17,2024-06-16 17:08:56.507301460,已支付,北京市朝阳区
ORD002299,U0966,233.69,2024-06-16 18:54:04.968993798,已支付,上海市浦东新区
ORD002300,U0718,53.62,2024-06-16 20:39:13.430686138,已取消,广州市天河区
ORD002301,U0458,24.08,2024-06-16 22:24:21.892378476,未支付,北京市朝阳区
ORD002302,U0216,11.12,2024-06-17 00:09:30.354070814,已支付,广州市天河区
ORD002303,U0612,140.67,2024-06-17 01:54:38.815763152,已支付,广州市天河区
ORD002304,U0536,50.18,2024-06-17 03:39:47.277455492,未支付,杭州市西湖区
ORD002305,U0775,75.01,2024-06-17 05:24:55.739147830,已取消,广州市天河区
ORD002306,U0433,119.08,2024-06-17 07:10:04.200840168,已支付,杭州市西湖区
ORD002307,U0959,25.69,2024-06-17 08:55:12.662532506,已支付,深圳市南山区
ORD002308,U0613,25.09,2024-06-17 10:40:21.124224846,已支付,广州市天河区
ORD002309,U0558,57.94,2024-06-17 12:25:29.585917184,已支付,深圳市南山区
ORD002310,U0240,549.34,2024-06-17 14:10:38.047609522,已支付,广州市天河区
ORD002311,U1000,26.61,2024-06-17 15:55:46.509301860,已支付,杭州市西湖区
ORD002312,U0816,32.36,2024-06-17 17:40:54.970994200,已支付,杭州市西湖区
ORD002313,U0102,126.01,2024-06-17 19:26:03.432686538,已支付,深圳市南山区
ORD002314,U0665,98.93,2024-06-17 21:11:11.894378876,已支付,上海市浦东新区
ORD002315,U0043,33.14,2024-06-17 22:56:20.356071214,未支付,上海市浦东新区
ORD002316,U0567,11.16,2024-06-18 00:41:28.817763552,已支付,上海市浦东新区
ORD002317,U0418,42.03,2024-06-18 02:26:37.279455892,已支付,广州市天河区
ORD002318,U0321,335.31,2024-06-18 04:11:45.741148230,未支付,上海市浦东新区
ORD002319,U0668,35.04,2024-06-18 05:56:54.202840568,已支付,深圳市南山区
ORD002320,U0809,122.77,2024-06-18 07:42:02.664532906,已支付,上海市浦东新区
ORD002321,U0413,18.1,2024-06-18 09:27:11.126225246,已支付,深圳市南山区
ORD002322,U0928,126.26,2024-06-18 11:12:19.587917584,已支付,深圳市南山区
ORD002323,U0965,132.48,2024-06-18 12:57:28.049609922,已支付,广州市天河区
ORD002324,U0034,56.22,2024-06-18 14:42:36.511302260,已支付,杭州市西湖区
ORD002325,U0827,186.65,2024-06-18 16:27:44.972994600,已支付,广州市天河区
ORD002326,U0750,48.96,2024-06-18 18:12:53.434686938,已支付,广州市天河区
ORD002327,U0445,395.9,2024-06-18 19:58:01.896379276,未支付,北京市朝阳区
ORD002328,U0180,48.48,2024-06-18 21:43:10.358071614,已支付,上海市浦东新区
ORD002329,U0831,39.06,2024-06-18 23:28:18.819763952,已支付,上海市浦东新区
ORD002330,U0666,75.97,2024-06-19 01:13:27.281456292,已支付,深圳市南山区
ORD002331,U0717,16.42,2024-06-19 02:58:35.743148630,已取消,杭州市西湖区
ORD002332,U0268,69.27,2024-06-19 04:43:44.204840968,已支付,上海市浦东新区
ORD002333,U0534,24.08,2024-06-19 06:28:52.666533306,已支付,上海市浦东新区
ORD002334,U0969,144.16,2024-06-19 08:14:01.128225646,已支付,杭州市西湖区
ORD002335,U0312,132.65,2024-06-19 09:59:09.589917984,已支付,上海市浦东新区
ORD002336,U0006,25.52,2024-06-19 11:44:18.051610322,已支付,北京市朝阳区
ORD002337,U0548,35.01,2024-06-19 13:29:26.513302660,未支付,上海市浦东新区
ORD002338,U0638,144.02,2024-06-19 15:14:34.974995000,已支付,北京市朝阳区
ORD002339,U0458,383.31,2024-06-19 16:59:43.436687338,未支付,广州市天河区
ORD002340,U0741,55.21,2024-06-19 18:44:51.898379676,已支付,广州市天河区
ORD002341,U0699,125.41,2024-06-19 20:30:00.360072014,已支付,北京市朝阳区
ORD002342,U0571,116.14,2024-06-19 22:15:08.821764354,已支付,深圳市南山区
ORD002343,U0480,116.97,2024-06-20 00:00:17.283456692,已支付,北京市朝阳区
ORD002344,U0068,5.48,2024-06-20 01:45:25.745149030,已支付,深圳市南山区
ORD002345,U0820,22.0,2024-06-20 03:30:34.206841368,已支付,杭州市西湖区
ORD002346,U0120,237.72,2024-06-20 05:15:42.668533706,已支付,杭州市西湖区
ORD002347,U0964,24.94,2024-06-20 07:00:51.130226046,已支付,北京市朝阳区
ORD002348,U0333,44.21,2024-06-20 08:45:59.591918384,已支付,深圳市南山区
ORD002349,U0848,391.78,2024-06-20 10:31:08.053610722,未支付,广州市天河区
ORD002350,U0875,33.43,2024-06-20 12:16:16.515303060,已支付,北京市朝阳区
ORD002351,U0947,62.65,2024-06-20 14:01:24.976995400,已支付,北京市朝阳区
ORD002352,U0346,83.23,2024-06-20 15:46:33.438687738,未支付,深圳市南山区
ORD002353,U0865,175.44,2024-06-20 17:31:41.900380076,已支付,杭州市西湖区
ORD002354,U0245,100.91,2024-06-20 19:16:50.362072414,已支付,广州市天河区
ORD002355,U0580,32.64,2024-06-20 21:01:58.823764754,已支付,深圳市南山区
ORD002356,U0666,55.19,2024-06-20 22:47:07.285457092,已取消,深圳市南山区
ORD002357,U0841,43.52,2024-06-21 00:32:15.747149430,已支付,广州市天河区
ORD002358,U0297,135.22,2024-06-21 02:17:24.208841768,未支付,北京市朝阳区
ORD002359,U0715,52.3,2024-06-21 04:02:32.670534108,已支付,北京市朝阳区
ORD002360,U0645,68.2,2024-06-21 05:47:41.132226446,已支付,上海市浦东新区
ORD002361,U0949,33.86,2024-06-21 07:32:49.593918784,已支付,广州市天河区
ORD002362,U0934,405.03,2024-06-21 09:17:58.055611122,已支付,深圳市南山区
ORD002363,U0628,23.9,2024-06-21 11:03:06.517303460,已支付,上海市浦东新区
ORD002364,U0992,456.67,2024-06-21 12:48:14.978995800,已支付,上海市浦东新区
ORD002365,U0605,45.67,2024-06-21 14:33:23.440688138,未支付,上海市浦东新区
ORD002366,U0614,136.12,2024-06-21 16:18:31.902380476,已支付,北京市朝阳区
ORD002367,U0360,61.41,2024-06-21 18:03:40.364072814,已支付,杭州市西湖区
ORD002368,U0348,16.62,2024-06-21 19:48:48.825765154,已支付,上海市浦东新区
ORD002369,U0437,33.61,2024-06-21 21:33:57.287457492,已支付,深圳市南山区
ORD002370,U0472,167.77,2024-06-21 23:19:05.749149830,已支付,北京市朝阳区
ORD002371,U0952,19.15,2024-06-22 01:04:14.210842168,已取消,杭州市西湖区
ORD002372,U0275,4.1,2024-06-22 02:49:22.672534508,已取消,杭州市西湖区
ORD002373,U0630,8.94,2024-06-22 04:34:31.134226846,已支付,上海市浦东新区
ORD002374,U0065,55.01,2024-06-22 06:19:39.595919184,已支付,上海市浦东新区
ORD002375,U0069,20.45,2024-06-22 08:04:48.057611522,已支付,北京市朝阳区
ORD002376,U0727,57.88,2024-06-22 09:49:56.519303860,已支付,上海市浦东新区
ORD002377,U0309,98.53,2024-06-22 11:35:04.980996200,已支付,北京市朝阳区
ORD002378,U0147,102.52,2024-06-22 13:20:13.442688538,已支付,杭州市西湖区
ORD002379,U0578,79.46,2024-06-22 15:05:21.904380876,未支付,深圳市南山区
ORD002380,U0508,414.64,2024-06-22 16:50:30.366073214,已支付,深圳市南山区
ORD002381,U0176,265.34,2024-06-22 18:35:38.827765554,已支付,广州市天河区
ORD002382,U0578,21.05,2024-06-22 20:20:47.289457892,已取消,广州市天河区
ORD002383,U0201,102.04,2024-06-22 22:05:55.751150230,已支付,广州市天河区
ORD002384,U0018,96.65,2024-06-22 23:51:04.212842568,已取消,深圳市南山区
ORD002385,U0336,18.11,2024-06-23 01:36:12.674534908,已支付,上海市浦东新区
ORD002386,U0807,31.51,2024-06-23 03:21:21.136227246,未支付,北京市朝阳区
ORD002387,U0127,10.73,2024-06-23 05:06:29.597919584,已支付,深圳市南山区
ORD002388,U0713,31.46,2024-06-23 06:51:38.059611922,已支付,广州市天河区
ORD002389,U0492,104.01,2024-06-23 08:36:46.521304262,未支付,广州市天河区
ORD002390,U0051,159.05,2024-06-23 10:21:54.982996600,已支付,上海市浦东新区
ORD002391,U0639,500.17,2024-06-23 12:07:03.444688938,未支付,广州市天河区
ORD002392,U0151,120.46,2024-06-23 13:52:11.906381276,已支付,广州市天河区
ORD002393,U0161,82.09,2024-06-23 15:37:20.368073614,已支付,北京市朝阳区
ORD002394,U0188,341.78,2024-06-23 17:22:28.829765954,已支付,上海市浦东新区
ORD002395,U0230,258.03,2024-06-23 19:07:37.291458292,已支付,杭州市西湖区
ORD002396,U0955,31.25,2024-06-23 20:52:45.753150630,未支付,杭州市西湖区
ORD002397,U0610,48.27,2024-06-23 22:37:54.214842968,已支付,广州市天河区
ORD002398,U0922,109.34,2024-06-24 00:23:02.676535308,已支付,广州市天河区
ORD002399,U0913,14.14,2024-06-24 02:08:11.138227646,已支付,北京市朝阳区
ORD002400,U0181,80.67,2024-06-24 03:53:19.599919984,已支付,杭州市西湖区
ORD002401,U0846,84.67,2024-06-24 05:38:28.061612322,已支付,上海市浦东新区
ORD002402,U0717,113.81,2024-06-24 07:23:36.523304662,未支付,上海市浦东新区
ORD002403,U0470,130.89,2024-06-24 09:08:44.984997000,已支付,深圳市南山区
ORD002404,U0427,38.88,2024-06-24 10:53:53.446689338,已支付,深圳市南山区
ORD002405,U0816,84.69,2024-06-24 12:39:01.908381676,已支付,上海市浦东新区
ORD002406,U0082,36.07,2024-06-24 14:24:10.370074014,已支付,深圳市南山区
ORD002407,U0404,142.46,2024-06-24 16:09:18.831766354,已支付,北京市朝阳区
ORD002408,U0478,67.07,2024-06-24 17:54:27.293458692,未支付,广州市天河区
ORD002409,U0931,143.96,2024-06-24 19:39:35.755151030,已支付,上海市浦东新区
ORD002410,U0033,8.85,2024-06-24 21:24:44.216843368,已支付,杭州市西湖区
ORD002411,U0750,15.01,2024-06-24 23:09:52.678535708,未支付,杭州市西湖区
ORD002412,U0593,75.18,2024-06-25 00:55:01.140228046,已支付,上海市浦东新区
ORD002413,U0867,15.59,2024-06-25 02:40:09.601920384,未支付,深圳市南山区
ORD002414,U0460,150.36,2024-06-25 04:25:18.063612722,已支付,深圳市南山区
ORD002415,U0514,151.55,2024-06-25 06:10:26.525305062,已支付,上海市浦东新区
ORD002416,U0418,86.58,2024-06-25 07:55:34.986997400,已支付,上海市浦东新区
ORD002417,U0332,39.89,2024-06-25 09:40:43.448689738,已支付,上海市浦东新区
ORD002418,U0602,38.56,2024-06-25 11:25:51.910382076,已支付,北京市朝阳区
ORD002419,U0638,133.68,2024-06-25 13:11:00.372074416,已支付,杭州市西湖区
ORD002420,U0416,100.64,2024-06-25 14:56:08.833766754,已支付,北京市朝阳区
ORD002421,U0533,23.07,2024-06-25 16:41:17.295459092,已支付,北京市朝阳区
ORD002422,U0005,83.13,2024-06-25 18:26:25.757151430,已支付,广州市天河区
ORD002423,U0284,240.93,2024-06-25 20:11:34.218843768,未支付,北京市朝阳区
ORD002424,U0855,96.3,2024-06-25 21:56:42.680536108,已支付,杭州市西湖区
ORD002425,U0304,37.65,2024-06-25 23:41:51.142228446,未支付,深圳市南山区
ORD002426,U0864,43.7,2024-06-26 01:26:59.603920784,已支付,杭州市西湖区
ORD002427,U0197,37.6,2024-06-26 03:12:08.065613122,已支付,上海市浦东新区
ORD002428,U0254,35.1,2024-06-26 04:57:16.527305462,已支付,上海市浦东新区
ORD002429,U0867,16.26,2024-06-26 06:42:24.988997800,已支付,上海市浦东新区
ORD002430,U0762,60.83,2024-06-26 08:27:33.450690138,已支付,北京市朝阳区
ORD002431,U0838,11.49,2024-06-26 10:12:41.912382476,未支付,广州市天河区
ORD002432,U0595,119.02,2024-06-26 11:57:50.374074816,已支付,深圳市南山区
ORD002433,U0748,39.31,2024-06-26 13:42:58.835767154,已支付,北京市朝阳区
ORD002434,U0168,204.76,2024-06-26 15:28:07.297459492,已取消,上海市浦东新区
ORD002435,U0006,20.21,2024-06-26 17:13:15.759151830,已支付,杭州市西湖区
ORD002436,U0142,47.68,2024-06-26 18:58:24.220844170,已支付,上海市浦东新区
ORD002437,U0375,60.99,2024-06-26 20:43:32.682536508,已支付,杭州市西湖区
ORD002438,U0125,17.2,2024-06-26 22:28:41.144228846,已支付,深圳市南山区
ORD002439,U0323,89.07,2024-06-27 00:13:49.605921184,已支付,上海市浦东新区
ORD002440,U0395,17.32,2024-06-27 01:58:58.067613522,已支付,深圳市南山区
ORD002441,U0167,83.83,2024-06-27 03:44:06.529305862,已支付,上海市浦东新区
ORD002442,U0681,240.62,2024-06-27 05:29:14.990998200,已支付,上海市浦东新区
ORD002443,U0024,98.83,2024-06-27 07:14:23.452690538,已支付,杭州市西湖区
ORD002444,U0683,35.03,2024-06-27 08:59:31.914382876,未支付,广州市天河区
